municipio,pre_2013,pos_2013,sede,tipo_alteracao
Miranda do Douro,MALHADAS,MALHADAS,MALHADAS,sem alteração
Miranda do Douro,MIRANDA DO DOURO,MIRANDA DO DOURO,MIRANDA DO DOURO,sem alteração
Miranda do Douro,PALAÇOULO,PALAÇOULO,PALAÇOULO,sem alteração
Miranda do Douro,PARADELA,UNIÃO DAS FREGUESIAS DE IFANES E PARADELA,IFANES,criada por agregação
Miranda do Douro,PICOTE,PICOTE,PICOTE,sem alteração
Miranda do Douro,PÓVOA,PÓVOA,PÓVOA,sem alteração
Miranda do Douro,SÃO MARTINHO DE ANGUEIRA,SÃO MARTINHO DE ANGUEIRA,SÃO MARTINHO DE ANGUEIRA,sem alteração
Miranda do Douro,SENDIM,UNIÃO DAS FREGUESIAS DE SENDIM E ATENOR,SENDIM,criada por agregação
Miranda do Douro,SILVA,UNIÃO DAS FREGUESIAS DE SILVA E ÁGUAS VIVAS,SILVA,criada por agregação
Miranda do Douro,VILA CHÃ DE BRACIOSA,VILA CHÃ DE BRACIOSA,VILA CHÃ DE BRACIOSA,sem alteração
Mirandela,ABAMBRES,ABAMBRES,ABAMBRES,sem alteração
Mirandela,ABREIRO,ABREIRO,ABREIRO,sem alteração
Mirandela,AGUIEIRAS,AGUIEIRAS,AGUIEIRAS,sem alteração
Mirandela,ALVITES,ALVITES,ALVITES,sem alteração
Mirandela,AVANTOS,UNIÃO DAS FREGUESIAS DE AVANTOS E ROMEU,ROMEU,criada por agregação
Mirandela,AVIDAGOS,"UNIÃO DAS FREGUESIAS DE AVIDAGOS, NAVALHO E PEREIRA",AVIDAGOS,criada por agregação
Mirandela,BARCEL,"UNIÃO DAS FREGUESIAS DE BARCEL, MARMELOS E VALVERDE DA GESTOSA",MARMELOS,criada por agregação
Mirandela,BOUÇA,BOUÇA,BOUÇA,sem alteração
Mirandela,CABANELAS,CABANELAS,CABANELAS,sem alteração
Mirandela,CARAVELAS,CARAVELAS,CARAVELAS,sem alteração
Mirandela,CARVALHAIS,CARVALHAIS,CARVALHAIS,sem alteração
Mirandela,CEDÃES,CEDÃES,CEDÃES,sem alteração
Mirandela,COBRO,COBRO,COBRO,sem alteração
Mirandela,FRADIZELA,FRADIZELA,FRADIZELA,sem alteração
Mirandela,FRANCO,UNIÃO DAS FREGUESIAS DE FRANCO E VILA BOA,FRANCO,criada por agregação
Mirandela,FRECHAS,FRECHAS,FRECHAS,sem alteração
Mirandela,FREIXEDA,UNIÃO DAS FREGUESIAS DE FREIXEDA E VILA VERDE,VILA VERDE,criada por agregação
Mirandela,LAMAS DE ORELHÃO,LAMAS DE ORELHÃO,LAMAS DE ORELHÃO,sem alteração
Mirandela,MARMELOS,"UNIÃO DAS FREGUESIAS DE BARCEL, MARMELOS E VALVERDE DA GESTOSA",MARMELOS,criada por agregação
Mirandela,MASCARENHAS,MASCARENHAS,MASCARENHAS,sem alteração
Mirandela,MIRANDELA,MIRANDELA,MIRANDELA,sem alteração
Mirandela,MÚRIAS,MÚRIAS,MÚRIAS,sem alteração
Mirandela,NAVALHO,"UNIÃO DAS FREGUESIAS DE AVIDAGOS, NAVALHO E PEREIRA",AVIDAGOS,criada por agregação
Mirandela,PASSOS,PASSOS,PASSOS,sem alteração
Mirandela,PEREIRA,"UNIÃO DAS FREGUESIAS DE AVIDAGOS, NAVALHO E PEREIRA",AVIDAGOS,criada por agregação
Mirandela,ROMEU,UNIÃO DAS FREGUESIAS DE AVANTOS E ROMEU,ROMEU,criada por agregação
Mirandela,SÃO PEDRO VELHO,SÃO PEDRO VELHO,SÃO PEDRO VELHO,sem alteração
Mirandela,SÃO SALVADOR,SÃO SALVADOR,SÃO SALVADOR,sem alteração
Mirandela,SUCÇÃES,SUCÇÃES,SUCÇÃES,sem alteração
Mirandela,TORRE DE DONA CHAMA,TORRE DE DONA CHAMA,TORRE DE DONA CHAM,sem alteração
Mirandela,VALE DE ASNES,VALE DE ASNES,VALE DE ASNES,sem alteração
Mirandela,VALE DE GOUVINHAS,VALE DE GOUVINHAS,VALE DE GOUVINHAS,sem alteração
Mirandela,VALE DE SALGUEIRO,VALE DE SALGUEIRO,VALE DE SALGUEIRO,sem alteração
Mirandela,VALE DE TELHAS,VALE DE TELHAS,VALE DE TELHAS,sem alteração
Mirandela,VALVERDE DA GESTOSA,"UNIÃO DAS FREGUESIAS DE BARCEL, MARMELOS E VALVERDE DA GESTOSA",MARMELOS,criada por agregação
Mirandela,VILA BOA,UNIÃO DAS FREGUESIAS DE FRANCO E VILA BOA,FRANCO,criada por agregação
Mirandela,VILA VERDE,UNIÃO DAS FREGUESIAS DE FREIXEDA E VILA VERDE,VILA VERDE,criada por agregação
Mogadouro,AZINHOSO,AZINHOSO,AZINHOSO,sem alteração
Mogadouro,BEMPOSTA,BEMPOSTA,BEMPOSTA,sem alteração
Mogadouro,BRUÇÓ,BRUÇÓ,BRUÇÓ,sem alteração
Mogadouro,BRUNHOSO,BRUNHOSO,BRUNHOSO,sem alteração
Mogadouro,BRUNHOZINHO,"UNIÃO DAS FREGUESIAS DE BRUNHOZINHO, CASTANHEIRA E SANHOANE",SANHOANE,criada por agregação
Mogadouro,CASTANHEIRA,"UNIÃO DAS FREGUESIAS DE BRUNHOZINHO, CASTANHEIRA E SANHOANE",SANHOANE,criada por agregação
Mogadouro,CASTELO BRANCO,CASTELO BRANCO,CASTELO BRANCO,sem alteração
Mogadouro,CASTRO VICENTE,CASTRO VICENTE,CASTRO VICENTE,sem alteração
Mogadouro,MEIRINHOS,MEIRINHOS,MEIRINHOS,sem alteração
Mogadouro,MOGADOURO,"UNIÃO DAS FREGUESIAS DE MOGADOURO, VALVERDE, VALE DE PORCO E VILAR DE REI",MOGADOURO,criada por agregação
Mogadouro,PARADELA,PARADELA,PARADELA,sem alteração
Mogadouro,PENAS ROIAS,PENAS ROIAS,PENAS ROIAS,sem alteração
Mogadouro,PEREDO DA BEMPOSTA,PEREDO DA BEMPOSTA,PEREDO DA BEMPOSTA,sem alteração
Mogadouro,REMONDES,UNIÃO DAS FREGUESIAS DE REMONDES E SOUTELO,REMONDES,criada por agregação
Mogadouro,SALDANHA,SALDANHA,SALDANHA,sem alteração
Mogadouro,SANHOANE,"UNIÃO DAS FREGUESIAS DE BRUNHOZINHO, CASTANHEIRA E SANHOANE",SANHOANE,criada por agregação
Mogadouro,SÃO MARTINHO DO PESO,SÃO MARTINHO DO PESO,SÃO MARTINHO DO PESO,sem alteração
Mogadouro,SOUTELO,UNIÃO DAS FREGUESIAS DE REMONDES E SOUTELO,REMONDES,criada por agregação
Mogadouro,TÓ,TÓ,TÓ,sem alteração
Mogadouro,TRAVANCA,TRAVANCA,TRAVANCA,sem alteração
Mogadouro,URRÓS,URRÓS,URRÓS,sem alteração
Mogadouro,VALE DA MADRE,VALE DA MADRE,VALE DA MADRE,sem alteração
Mogadouro,VALE DE PORCO,"UNIÃO DAS FREGUESIAS DE MOGADOURO, VALVERDE, VALE DE PORCO E VILAR DE REI",MOGADOURO,criada por agregação
Mogadouro,VALVERDE,"UNIÃO DAS FREGUESIAS DE MOGADOURO, VALVERDE, VALE DE PORCO E VILAR DE REI",MOGADOURO,criada por agregação
Mogadouro,VENTOZELO,UNIÃO DAS FREGUESIAS DE VILARINHO DOS GALEGOS E VENTOZELO,VILARINHO DOS GALEGOS,criada por agregação
Mogadouro,VILA DE ALA,VILA DE ALA,VILA DE ALA,sem alteração
Mogadouro,VILAR DE REI,"UNIÃO DAS FREGUESIAS DE MOGADOURO, VALVERDE, VALE DE PORCO E VILAR DE REI",MOGADOURO,criada por agregação
Mogadouro,VILARINHO DOS GALEGOS,UNIÃO DAS FREGUESIAS DE VILARINHO DOS GALEGOS E VENTOZELO,VILARINHO DOS GALEGOS,criada por agregação
Moimenta da Beira,ALDEIA DE NACOMBA,"UNIÃO DAS FREGUESIAS DE PÊRA VELHA, ALDEIA DE NACOMBA E ARIZ",PÊRA VELHA,criada por agregação
Moimenta da Beira,ALVITE,ALVITE,ALVITE,sem alteração
Moimenta da Beira,ARCOZELOS,ARCOZELOS,ARCOZELOS,sem alteração
Moimenta da Beira,ARIZ,"UNIÃO DAS FREGUESIAS DE PÊRA VELHA, ALDEIA DE NACOMBA E ARIZ",PÊRA VELHA,criada por agregação
Moimenta da Beira,BALDOS,BALDOS,BALDOS,sem alteração
Moimenta da Beira,CABAÇOS,CABAÇOS,CABAÇOS,sem alteração
Moimenta da Beira,CARIA,CARIA,CARIA,sem alteração
Moimenta da Beira,CASTELO,CASTELO,CASTELO,sem alteração
Moimenta da Beira,LEOMIL,LEOMIL,LEOMIL,sem alteração
Moimenta da Beira,MOIMENTA DA BEIRA,MOIMENTA DA BEIRA,MOIMENTA DA BEIRA,sem alteração
Moimenta da Beira,NAGOSA,UNIÃO DAS FREGUESIAS DE PARADINHA E NAGOSA,PARADINHA,criada por agregação
Moimenta da Beira,PARADINHA,UNIÃO DAS FREGUESIAS DE PARADINHA E NAGOSA,PARADINHA,criada por agregação
Moimenta da Beira,PASSÔ,PASSÔ,PASSÔ,sem alteração
Moimenta da Beira,PEVA,UNIÃO DAS FREGUESIAS DE PEVA E SEGÕES,PEVA,criada por agregação
Moimenta da Beira,PÊRA VELHA,"UNIÃO DAS FREGUESIAS DE PÊRA VELHA, ALDEIA DE NACOMBA E ARIZ",PÊRA VELHA,criada por agregação
Moimenta da Beira,RUA,RUA,RUA,sem alteração
Moimenta da Beira,SARZEDO,SARZEDO,SARZEDO,sem alteração
Moimenta da Beira,SEGÕES,UNIÃO DAS FREGUESIAS DE PEVA E SEGÕES,PEVA,criada por agregação
Moimenta da Beira,SEVER,SEVER,SEVER,sem alteração
Moimenta da Beira,VILAR,VILAR,VILAR,sem alteração
Moita,ALHOS VEDROS,ALHOS VEDROS,ALHOS VEDROS,sem alteração
Moita,BAIXA DA BANHEIRA,UNIÃO DAS FREGUESIAS DE BAIXA DA BANHEIRA E VALE DA AMOREIRA,BAIXA DA BANHEIRA,criada por agregação
Moita,GAIO-ROSÁRIO,UNIÃO DAS FREGUESIAS DE GAIO-ROSÁRIO E SARILHOS PEQUENOS,GAIO-ROSÁRIO,criada por agregação
Moita,MOITA,MOITA,MOITA,sem alteração
Moita,SARILHOS PEQUENOS,UNIÃO DAS FREGUESIAS DE GAIO-ROSÁRIO E SARILHOS PEQUENOS,GAIO-ROSÁRIO,criada por agregação
Moita,VALE DA AMOREIRA,UNIÃO DAS FREGUESIAS DE BAIXA DA BANHEIRA E VALE DA AMOREIRA,BAIXA DA BANHEIRA,criada por agregação
Monchique,ALFERCE,ALFERCE,ALFERCE,sem alteração
Monchique,MARMELETE,MARMELETE,MARMELETE,sem alteração
Monchique,MONCHIQUE,MONCHIQUE,MONCHIQUE,sem alteração
Monção,ABEDIM,ABEDIM,ABEDIM,sem alteração
Monção,ANHÕES,UNIÃO DAS FREGUESIAS DE ANHÕES E LUZIO,ANHÕES,criada por agregação
Monção,BADIM,UNIÃO DAS FREGUESIAS DE CEIVÃES E BADIM,CEIVÃES,criada por agregação
Monção,BARBEITA,BARBEITA,BARBEITA,sem alteração
Monção,BARROÇAS E TAIAS,BARROÇAS E TAIAS,BARROÇAS E TAIAS,sem alteração
Monção,BELA,BELA,BELA,sem alteração
Monção,CAMBESES,CAMBESES,CAMBESES,sem alteração
Monção,CEIVÃES,UNIÃO DAS FREGUESIAS DE CEIVÃES E BADIM,CEIVÃES,criada por agregação
Monção,CORTES,UNIÃO DAS FREGUESIAS DE MAZEDO E CORTES,MAZEDO,criada por agregação
Monção,LAPELA,UNIÃO DAS FREGUESIAS DE TROPORIZ E LAPELA,TROPORIZ,criada por agregação
Monção,LARA,LARA,LARA,sem alteração
Monção,LONGOS VALES,LONGOS VALES,LONGOS VALES,sem alteração
Monção,LORDELO,"UNIÃO DAS FREGUESIAS DE SAGO, LORDELO E PARADA",SAGO,criada por agregação
Monção,LUZIO,UNIÃO DAS FREGUESIAS DE ANHÕES E LUZIO,ANHÕES,criada por agregação
Monção,MAZEDO,UNIÃO DAS FREGUESIAS DE MAZEDO E CORTES,MAZEDO,criada por agregação
Monção,MERUFE,MERUFE,MERUFE,sem alteração
Monção,MESSEGÃES,"UNIÃO DAS FREGUESIAS DE MESSEGÃES, VALADARES E SÁ",MESSEGÃES,criada por agregação
Monção,MONÇÃO,UNIÃO DAS FREGUESIAS DE MONÇÃO E TROVISCOSO,MONÇÃO,criada por agregação
Monção,MOREIRA,MOREIRA,MOREIRA,sem alteração
Monção,PARADA,"UNIÃO DAS FREGUESIAS DE SAGO, LORDELO E PARADA",SAGO,criada por agregação
Monção,PIAS,PIAS,PIAS,sem alteração
Monção,PINHEIROS,PINHEIROS,PINHEIROS,sem alteração
Monção,PODAME,PODAME,PODAME,sem alteração
Monção,PORTELA,PORTELA,PORTELA,sem alteração
Monção,RIBA DE MOURO,RIBA DE MOURO,RIBA DE MOURO,sem alteração
Monção,SAGO,"UNIÃO DAS FREGUESIAS DE SAGO, LORDELO E PARADA",SAGO,criada por agregação
Monção,SÁ,"UNIÃO DAS FREGUESIAS DE MESSEGÃES, VALADARES E SÁ",MESSEGÃES,criada por agregação
Monção,SEGUDE,SEGUDE,SEGUDE,sem alteração
Monção,TANGIL,TANGIL,TANGIL,sem alteração
Monção,TROPORIZ,UNIÃO DAS FREGUESIAS DE TROPORIZ E LAPELA,TROPORIZ,criada por agregação
Monção,TROVISCOSO,UNIÃO DAS FREGUESIAS DE MONÇÃO E TROVISCOSO,MONÇÃO,criada por agregação
Monção,TRUTE,TRUTE,TRUTE,sem alteração
Monção,VALADARES,"UNIÃO DAS FREGUESIAS DE MESSEGÃES, VALADARES E SÁ",MESSEGÃES,criada por agregação
Mondim de Basto,ATEI,ATEI,ATEI,sem alteração
Mondim de Basto,BILHÓ,BILHÓ,BILHÓ,sem alteração
Mondim de Basto,MONDIM DE BASTO,MONDIM DE BASTO,MONDIM DE BASTO,sem alteração
Mondim de Basto,UNIÃO DAS FREGUESIAS DE CAMPANHÓ E PARADANÇA,UNIÃO DAS FREGUESIAS DE CAMPANHÓ E PARADANÇA,"RUA DO SENHOR DO MONTE, PARADANÇA",criada por alteração de limites territoriais
Mondim de Basto,UNIÃO DAS FREGUESIAS DE ERMELO E PARDELHAS,UNIÃO DAS FREGUESIAS DE ERMELO E PARDELHAS,"RUA DO PELOURINHO, ERMELO",criada por alteração de limites territoriais
Mondim de Basto,VILAR DE FERREIROS,VILAR DE FERREIROS,VILAR DE FERREIROS,sem alteração
Monforte,ASSUMAR,ASSUMAR,ASSUMAR,sem alteração
Monforte,MONFORTE,MONFORTE,MONFORTE,sem alteração
Monforte,SANTO ALEIXO,SANTO ALEIXO,SANTO ALEIXO,sem alteração
Monforte,VAIAMONTE,VAIAMONTE,VAIAMONTE,sem alteração
Montalegre,CABRIL,CABRIL,CABRIL,sem alteração
Montalegre,CAMBESES DO RIO,"UNIÃO DAS FREGUESIAS DE CAMBESES DO RIO, DONÕES E MOURILHE",CAMBESES DO RIO,criada por agregação
Montalegre,CERVOS,CERVOS,CERVOS,sem alteração
Montalegre,CHÃ,CHÃ,CHÃ,sem alteração
Montalegre,CONTIM,"UNIÃO DAS FREGUESIAS DE PARADELA, CONTIM E FIÃES",PARADELA,criada por agregação
Montalegre,COVELÃES,UNIÃO DAS FREGUESIAS DE SEZELHE E COVELÃES,SEZELHE,criada por agregação
Montalegre,COVELO DO GERÊS,COVELO DO GERÊS,COVELO DO GERÊS,sem alteração
Montalegre,DONÕES,"UNIÃO DAS FREGUESIAS DE CAMBESES DO RIO, DONÕES E MOURILHE",CAMBESES DO RIO,criada por agregação
Montalegre,FERRAL,FERRAL,FERRAL,sem alteração
Montalegre,FERVIDELAS,UNIÃO DAS FREGUESIAS DE VIADE DE BAIXO E FERVIDELAS,VIADE DE BAIXO,criada por agregação
Montalegre,FIÃES DO RIO,"UNIÃO DAS FREGUESIAS DE PARADELA, CONTIM E FIÃES",PARADELA,criada por agregação
Montalegre,GRALHAS,GRALHAS,GRALHAS,sem alteração
Montalegre,MEIXEDO,UNIÃO DAS FREGUESIAS DE MEIXEDO E PADORNELOS,MEIXEDO,criada por agregação
Montalegre,MEIXIDE,UNIÃO DAS FREGUESIAS DE VILAR DE PERDIZES E MEIXIDE,VILAR DE PERDIZES,criada por agregação
Montalegre,MONTALEGRE,UNIÃO DAS FREGUESIAS DE MONTALEGRE E PADROSO,MONTALEGRE,criada por agregação
Montalegre,MORGADE,MORGADE,MORGADE,sem alteração
Montalegre,MOURILHE,"UNIÃO DAS FREGUESIAS DE CAMBESES DO RIO, DONÕES E MOURILHE",CAMBESES DO RIO,criada por agregação
Montalegre,NEGRÕES,NEGRÕES,NEGRÕES,sem alteração
Montalegre,OUTEIRO,OUTEIRO,OUTEIRO,sem alteração
Montalegre,PADORNELOS,UNIÃO DAS FREGUESIAS DE MEIXEDO E PADORNELOS,MEIXEDO,criada por agregação
Montalegre,PADROSO,UNIÃO DAS FREGUESIAS DE MONTALEGRE E PADROSO,MONTALEGRE,criada por agregação
Montalegre,PARADELA,"UNIÃO DAS FREGUESIAS DE PARADELA, CONTIM E FIÃES",PARADELA,criada por agregação
Montalegre,PITÕES DAS JUNIAS,PITÕES DAS JUNIAS,PITÕES DAS JUNIAS,sem alteração
Montalegre,PONDRAS,UNIÃO DAS FREGUESIAS DE VENDA NOVA E PONDRAS,VENDA NOVA,criada por agregação
Montalegre,REIGOSO,REIGOSO,REIGOSO,sem alteração
Montalegre,SALTO,SALTO,SALTO,sem alteração
Montalegre,SANTO ANDRÉ,SANTO ANDRÉ,SANTO ANDRÉ,sem alteração
Montalegre,SARRAQUINHOS,SARRAQUINHOS,SARRAQUINHOS,sem alteração
Montalegre,SEZELHE,UNIÃO DAS FREGUESIAS DE SEZELHE E COVELÃES,SEZELHE,criada por agregação
Montalegre,SOLVEIRA,SOLVEIRA,SOLVEIRA,sem alteração
Montalegre,TOURÉM,TOURÉM,TOURÉM,sem alteração
Montalegre,VENDA NOVA,UNIÃO DAS FREGUESIAS DE VENDA NOVA E PONDRAS,VENDA NOVA,criada por agregação
Montalegre,VIADE DE BAIXO,UNIÃO DAS FREGUESIAS DE VIADE DE BAIXO E FERVIDELAS,VIADE DE BAIXO,criada por agregação
Montalegre,VILA DA PONTE,VILA DA PONTE,VILA DA PONTE,sem alteração
Montalegre,VILAR DE PERDIZES (SÃO MIGUEL),UNIÃO DAS FREGUESIAS DE VILAR DE PERDIZES E MEIXIDE,VILAR DE PERDIZES,criada por agregação
Montemor-o-Novo,CABRELA,CABRELA,CABRELA,sem alteração
Montemor-o-Novo,CIBORRO,CIBORRO,CIBORRO,sem alteração
Montemor-o-Novo,CORTIÇADAS DE LAVRE,UNIÃO DAS FREGUESIAS DE CORTIÇADAS DE LAVRE E LAVRE,CORTIÇADAS DE LAVRE,criada por agregação
Montemor-o-Novo,FOROS DE VALE DE FIGUEIRA,FOROS DE VALE DE FIGUEIRA,FOROS DE VALE DE FIGUEIRA,sem alteração
Montemor-o-Novo,LAVRE,UNIÃO DAS FREGUESIAS DE CORTIÇADAS DE LAVRE E LAVRE,CORTIÇADAS DE LAVRE,criada por agregação
Montemor-o-Novo,NOSSA SENHORA DA VILA,"UNIÃO DAS FREGUESIAS DE NOSSA SENHORA DA VILA, NOSSA SENHORA DO BISPO E SILVEIRAS",NOSSA SENHORA DA VILA,criada por agregação
Montemor-o-Novo,NOSSA SENHORA DO BISPO,"UNIÃO DAS FREGUESIAS DE NOSSA SENHORA DA VILA, NOSSA SENHORA DO BISPO E SILVEIRAS",NOSSA SENHORA DA VILA,criada por agregação
Montemor-o-Novo,SANTIAGO DO ESCOURAL,SANTIAGO DO ESCOURAL,SANTIAGO DO ESCOURAL,sem alteração
Montemor-o-Novo,SÃO CRISTÓVÃO,SÃO CRISTÓVÃO,SÃO CRISTÓVÃO,sem alteração
Montemor-o-Novo,SILVEIRAS,"UNIÃO DAS FREGUESIAS DE NOSSA SENHORA DA VILA, NOSSA SENHORA DO BISPO E SILVEIRAS",NOSSA SENHORA DA VILA,criada por agregação
Montemor-o-Velho,ABRUNHEIRA,"UNIÃO DAS FREGUESIAS DE ABRUNHEIRA, VERRIDE E VILA NOVA DA BARCA",VERRIDE,criada por agregação
Montemor-o-Velho,ARAZEDE,ARAZEDE,ARAZEDE,sem alteração
Montemor-o-Velho,CARAPINHEIRA,CARAPINHEIRA,CARAPINHEIRA,sem alteração
Montemor-o-Velho,EREIRA,EREIRA,EREIRA,sem alteração
Montemor-o-Velho,GATÕES,UNIÃO DAS FREGUESIAS DE MONTEMOR-O-VELHO E GATÕES,MONTEMOR-O-VELHO,criada por agregação
Montemor-o-Velho,LICEIA,LICEIA,LICEIA,sem alteração
Montemor-o-Velho,MEÃS DO CAMPO,MEÃS DO CAMPO,MEÃS DO CAMPO,sem alteração
Montemor-o-Velho,MONTEMOR-O-VELHO,UNIÃO DAS FREGUESIAS DE MONTEMOR-O-VELHO E GATÕES,MONTEMOR-O-VELHO,criada por agregação
Montemor-o-Velho,PEREIRA,PEREIRA,PEREIRA,sem alteração
Montemor-o-Velho,SANTO VARÃO,SANTO VARÃO,SANTO VARÃO,sem alteração
Montemor-o-Velho,SEIXO DE GATÕES,SEIXO DE GATÕES,SEIXO DE GATÕES,sem alteração
Montemor-o-Velho,TENTÚGAL,TENTÚGAL,TENTÚGAL,sem alteração
Montemor-o-Velho,VERRIDE,"UNIÃO DAS FREGUESIAS DE ABRUNHEIRA, VERRIDE E VILA NOVA DA BARCA",VERRIDE,criada por agregação
Montemor-o-Velho,VILA NOVA DA BARCA,"UNIÃO DAS FREGUESIAS DE ABRUNHEIRA, VERRIDE E VILA NOVA DA BARCA",VERRIDE,criada por agregação
Montijo,AFONSOEIRO,UNIÃO DAS FREGUESIAS DE MONTIJO E AFONSOEIRO,MONTIJO,criada por agregação
Montijo,ALTO ESTANQUEIRO-JARDIA,UNIÃO DAS FREGUESIAS DE ATALAIA E ALTO ESTANQUEIRO-JARDIA,ATALAIA,criada por agregação
Montijo,ATALAIA,UNIÃO DAS FREGUESIAS DE ATALAIA E ALTO ESTANQUEIRO-JARDIA,ATALAIA,criada por agregação
Montijo,CANHA,CANHA,CANHA,sem alteração
Montijo,MONTIJO,UNIÃO DAS FREGUESIAS DE MONTIJO E AFONSOEIRO,MONTIJO,criada por agregação
Montijo,PEGÕES,UNIÃO DAS FREGUESIAS DE PEGÕES,PEGÕES,criada por agregação
Montijo,SANTO ISIDRO DE PEGÕES,UNIÃO DAS FREGUESIAS DE PEGÕES,PEGÕES,criada por agregação
Montijo,SARILHOS GRANDES,SARILHOS GRANDES,SARILHOS GRANDES,sem alteração
Mora,BROTAS,BROTAS,BROTAS,sem alteração
Mora,CABEÇÃO,CABEÇÃO,CABEÇÃO,sem alteração
Mora,MORA,MORA,MORA,sem alteração
Mora,PAVIA,PAVIA,PAVIA,sem alteração
Mortágua,ALMAÇA,"UNIÃO DAS FREGUESIAS DE MORTÁGUA, VALE DE REMÍGIO, CORTEGAÇA E ALMAÇA",MORTÁGUA,criada por agregação
Mortágua,CERCOSA,CERCOSA,CERCOSA,sem alteração
Mortágua,CORTEGAÇA,"UNIÃO DAS FREGUESIAS DE MORTÁGUA, VALE DE REMÍGIO, CORTEGAÇA E ALMAÇA",MORTÁGUA,criada por agregação
Mortágua,ESPINHO,ESPINHO,ESPINHO,sem alteração
Mortágua,MARMELEIRA,MARMELEIRA,MARMELEIRA,sem alteração
Mortágua,MORTÁGUA,"UNIÃO DAS FREGUESIAS DE MORTÁGUA, VALE DE REMÍGIO, CORTEGAÇA E ALMAÇA",MORTÁGUA,criada por agregação
Mortágua,PALA,PALA,PALA,sem alteração
Mortágua,SOBRAL,SOBRAL,SOBRAL,sem alteração
Mortágua,TREZÓI,TREZÓI,TREZÓI,sem alteração
Mortágua,VALE DE REMÍGIO,"UNIÃO DAS FREGUESIAS DE MORTÁGUA, VALE DE REMÍGIO, CORTEGAÇA E ALMAÇA",MORTÁGUA,criada por agregação
Moura,AMARELEJA,AMARELEJA,AMARELEJA,sem alteração
Moura,MOURA (SANTO AGOSTINHO),UNIÃO DAS FREGUESIAS DE MOURA (SANTO AGOSTINHO E SÃO JOÃO BAPTISTA) E SANTO AMADOR,MOURA (SANTO AGOSTINHO),criada por agregação
Moura,MOURA (SÃO JOÃO BAPTISTA),UNIÃO DAS FREGUESIAS DE MOURA (SANTO AGOSTINHO E SÃO JOÃO BAPTISTA) E SANTO AMADOR,MOURA (SANTO AGOSTINHO),criada por agregação
Moura,PÓVOA DE SÃO MIGUEL,PÓVOA DE SÃO MIGUEL,PÓVOA DE SÃO MIGUEL,sem alteração
Moura,SAFARA,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,SAFARA,criada por agregação
Moura,SANTO ALEIXO DA RESTAURAÇÃO,UNIÃO DAS FREGUESIAS DE SAFARA E SANTO ALEIXO DA RESTAURAÇÃO,SAFARA,criada por agregação
Moura,SANTO AMADOR,UNIÃO DAS FREGUESIAS DE MOURA (SANTO AGOSTINHO E SÃO JOÃO BAPTISTA) E SANTO AMADOR,MOURA (SANTO AGOSTINHO),criada por agregação
Moura,SOBRAL DA ADIÇA,SOBRAL DA ADIÇA,SOBRAL DA ADIÇA,sem alteração
Mourão,GRANJA,GRANJA,GRANJA,sem alteração
Mourão,LUZ,LUZ,LUZ,sem alteração
Mourão,MOURÃO,MOURÃO,MOURÃO,sem alteração
Murça,CANDEDO,CANDEDO,CANDEDO,sem alteração
Murça,CARVA,UNIÃO DAS FREGUESIAS DE CARVA E VILARES,CARVA,criada por agregação
Murça,FIOLHOSO,FIOLHOSO,FIOLHOSO,sem alteração
Murça,JOU,JOU,JOU,sem alteração
Murça,MURÇA,MURÇA,MURÇA,sem alteração
Murça,NOURA,UNIÃO DAS FREGUESIAS DE NOURA E PALHEIROS,NOURA,criada por agregação
Murça,PALHEIROS,UNIÃO DAS FREGUESIAS DE NOURA E PALHEIROS,NOURA,criada por agregação
Murça,VALONGO DE MILHAIS,VALONGO DE MILHAIS,VALONGO DE MILHAIS,sem alteração
Murça,VILARES,UNIÃO DAS FREGUESIAS DE CARVA E VILARES,CARVA,criada por agregação
Murtosa,BUNHEIRO,BUNHEIRO,BUNHEIRO,sem alteração
Murtosa,MONTE,MONTE,MONTE,sem alteração
Murtosa,MURTOSA,MURTOSA,MURTOSA,sem alteração
Murtosa,TORREIRA,TORREIRA,TORREIRA,sem alteração
Nazaré,FAMALICÃO,FAMALICÃO,FAMALICÃO,sem alteração
Nazaré,NAZARÉ,NAZARÉ,NAZARÉ,sem alteração
Nazaré,VALADO DOS FRADES,VALADO DOS FRADES,VALADO DOS FRADES,sem alteração
Nelas,AGUIEIRA,UNIÃO DAS FREGUESIAS DE CARVALHAL REDONDO E AGUIEIRA,CARVALHAL REDONDO,criada por agregação
Nelas,CANAS DE SENHORIM,CANAS DE SENHORIM,CANAS DE SENHORIM,sem alteração
Nelas,CARVALHAL REDONDO,UNIÃO DAS FREGUESIAS DE CARVALHAL REDONDO E AGUIEIRA,CARVALHAL REDONDO,criada por agregação
Nelas,LAPA DO LOBO,LAPA DO LOBO,LAPA DO LOBO,sem alteração
Nelas,MOREIRA,UNIÃO DAS FREGUESIAS DE SANTAR E MOREIRA,SANTAR,criada por agregação
Nelas,NELAS,NELAS,NELAS,sem alteração
Nelas,SANTAR,UNIÃO DAS FREGUESIAS DE SANTAR E MOREIRA,SANTAR,criada por agregação
Nelas,SENHORIM,SENHORIM,SENHORIM,sem alteração
Nelas,VILAR SECO,VILAR SECO,VILAR SECO,sem alteração
Nisa,ALPALHÃO,ALPALHÃO,ALPALHÃO,sem alteração
